participant,window_idx,t0_ms,t1_ms,center_ms,center_time,ecg_rmssd_ms,ecg_sdnn_ms,ecg_hr_bpm,ecg_label_qc_pass,ecg_valid_sample_ratio,ecg_valid_ibi_ratio,ecg_ibi_correction_ratio,ecg_qrs_sqi,ecg_peak_count,ecg_label_qc_reason,accel_motion_mean_mag,activity_category,activity_overlap_sec,activity_raw,activity_point_events
P2,413,1772277990000,1772278290000,1772278140000,2026-02-28 03:29:00,58.61634393577883,66.28037253514128,64.47877989379965,True,1.0385066666666667,1.0,0.009287925696594427,0.9188994778623523,324,ok,,sleep,300.0,sleep:300s:start sleep -> stop sleep | other:300s:started brushing teeth 2 mins ago | social_entertainment:300s:start listening to o macklemore -> [unclosed],
P2,414,1772278020000,1772278320000,1772278170000,2026-02-28 03:29:30,57.53896870169519,68.18162308789935,64.64438914721443,True,1.03856,1.0,0.006191950464396285,0.910977889534782,324,ok,,sleep,300.0,sleep:300s:start sleep -> stop sleep | other:300s:started brushing teeth 2 mins ago | social_entertainment:300s:start listening to o macklemore -> [unclosed],
P2,415,1772278050000,1772278350000,1772278200000,2026-02-28 03:30:00,61.76919913892482,82.74514782257893,63.75027478566718,True,1.03856,1.0,0.006269592476489028,0.903681386833019,320,ok,,sleep,300.0,sleep:300s:start sleep -> stop sleep | other:300s:started brushing teeth 2 mins ago | social_entertainment:300s:start listening to o macklemore -> [unclosed],
P2,416,1772278080000,1772278380000,1772278230000,2026-02-28 03:30:30,59.32386124335226,97.39564302581958,62.70911385811312,True,1.0385866666666668,1.0,0.009584664536741214,0.9045907113953069,314,ok,,sleep,300.0,sleep:300s:start sleep -> stop sleep | other:300s:started brushing teeth 2 mins ago | social_entertainment:300s:start listening to o macklemore -> [unclosed],
P2,417,1772278110000,1772278410000,1772278260000,2026-02-28 03:31:00,59.33776615110548,109.77063177234605,61.1054901751957,True,1.0386133333333334,1.0,0.013071895424836602,0.9023611098615517,307,ok,,sleep,300.0,sleep:300s:start sleep -> stop sleep | other:300s:started brushing teeth 2 mins ago | social_entertainment:300s:start listening to o macklemore -> [unclosed],
P2,418,1772278140000,1772278440000,1772278290000,2026-02-28 03:31:30,65.3881343066776,120.72876390667815,59.58072820890033,True,1.03864,1.0,0.0,0.9104440071753763,298,ok,,sleep,300.0,sleep:300s:start sleep -> stop sleep | other:300s:started brushing teeth 2 mins ago | social_entertainment:300s:start listening to o macklemore -> [unclosed],
P2,419,1772278170000,1772278470000,1772278320000,2026-02-28 03:32:00,67.56824052783735,132.4870026471321,58.35988596344122,True,1.03864,1.0,0.0,0.9113565038783351,291,ok,,sleep,300.0,sleep:300s:start sleep -> stop sleep | other:300s:started brushing teeth 2 mins ago | social_entertainment:300s:start listening to o macklemore -> [unclosed],
P2,420,1772278200000,1772278500000,1772278350000,2026-02-28 03:32:30,69.89892098544567,130.02927119092948,57.11155790978378,True,1.0386666666666666,1.0,0.0035087719298245615,0.9104881870542597,286,ok,,sleep,300.0,sleep:300s:start sleep -> stop sleep | other:300s:started brushing teeth 2 mins ago | social_entertainment:300s:start listening to o macklemore -> [unclosed],
P2,421,1772278230000,1772278530000,1772278380000,2026-02-28 03:33:00,69.61669491240097,133.1706588916847,57.110526841281995,True,1.0386933333333332,1.0,0.006993006993006993,0.9093494750930978,287,ok,,sleep,300.0,sleep:300s:start sleep -> stop sleep | other:300s:started brushing teeth 2 mins ago | social_entertainment:300s:start listening to o macklemore -> [unclosed],
P2,422,1772278260000,1772278560000,1772278410000,2026-02-28 03:33:30,73.90038015497863,135.4222781504505,55.887557172904216,True,1.03872,1.0,0.0035842293906810036,0.9093769355448666,280,ok,,sleep,300.0,sleep:300s:start sleep -> stop sleep | other:300s:started brushing teeth 2 mins ago | social_entertainment:300s:start listening to o macklemore -> [unclosed],
